id,datetime,visitor_id,device_type,device_name,revenue,tax
42,2019-08-14 00:00:00,56713558605689,4,Unknown,755.6429642955216,0.19
43,2019-08-11 00:00:00,32541817151812,1,Desktop,336.5394908823005,0.07
44,2019-11-01 00:00:00,15363719371717,4,Unknown,458.6501707162216,0.19
45,2019-09-14 00:00:00,47447038460279,1,Desktop,993.983502272577,0.07
46,2019-09-07 00:00:00,98093108644448,4,Unknown,566.9411006927976,0.07
47,2019-08-19 00:00:00,60505299592873,4,Unknown,913.6412578648841,0.19
48,2019-09-22 00:00:00,18151304632325,4,Unknown,952.801291865284,0.07
49,2019-10-31 00:00:00,49179450419439,2,Tablet,595.868543096989,0.07
50,2019-08-30 00:00:00,98117926509986,1,Desktop,590.6047130318996,0.19
51,2019-09-17 00:00:00,65247762491065,3,Mobile Phone,888.0673065230128,0.19
52,2019-08-12 00:00:00,54278578539092,3,Mobile Phone,397.3668913598596,0.19
53,2019-08-12 00:00:00,4174132061868,3,Mobile Phone,50.513558854352155,0.19
54,2019-09-07 00:00:00,39041927718356,4,Unknown,447.4837046031366,0.07
55,2019-08-23 00:00:00,49834338770012,4,Unknown,227.69954863138088,0.07
56,2019-08-06 00:00:00,83705422749370,3,Mobile Phone,232.0150029337634,0.07
57,2019-10-20 00:00:00,97378615648630,2,Tablet,427.2664113942567,0.19
58,2019-10-12 00:00:00,51770556649116,1,Desktop,533.3757657248497,0.19
59,2019-10-22 00:00:00,62376855740939,1,Desktop,552.2018822851214,0.19
60,2019-10-31 00:00:00,63263969223132,1,Desktop,874.5510884156471,0.19
61,2019-10-11 00:00:00,15844317367520,3,Mobile Phone,872.7037965777533,0.19
62,2019-09-06 00:00:00,96183215176895,2,Tablet,262.864330926103,0.07
63,2019-09-12 00:00:00,41359763290548,4,Unknown,769.0414644511458,0.19
64,2019-10-23 00:00:00,26405162744862,1,Desktop,417.47120480966447,0.19
65,2019-10-16 00:00:00,70337502894181,4,Unknown,726.2980418399463,0.07
66,2019-10-21 00:00:00,41216233649883,2,Tablet,738.5389668012753,0.19
67,2019-08-23 00:00:00,4876869989137,1,Desktop,99.44621266349019,0.19
68,2019-11-02 00:00:00,17420819132113,2,Tablet,799.5720555797154,0.19
69,2019-09-16 00:00:00,71533889310724,1,Desktop,610.2565518255184,0.07
70,2019-09-21 00:00:00,69063018278676,2,Tablet,759.6035794124474,0.07
71,2019-08-06 00:00:00,26405162744862,3,Mobile Phone,606.9626503876449,0.19
72,2019-09-29 00:00:00,72306775690261,1,Desktop,306.82559181411983,0.07
73,2019-10-01 00:00:00,55748762270042,2,Tablet,99.66408749824762,0.07
74,2019-08-19 00:00:00,55129633864856,4,Unknown,961.3012778346546,0.19
75,2019-08-27 00:00:00,71555221033864,3,Mobile Phone,525.104487596254,0.19
76,2019-10-30 00:00:00,5371803120594,3,Mobile Phone,90.07026478668867,0.19
77,2019-10-08 00:00:00,89169928347381,4,Unknown,533.9529839312765,0.07
78,2019-09-09 00:00:00,98338420914387,2,Tablet,432.5505196323902,0.07
79,2019-10-22 00:00:00,62306243600469,2,Tablet,177.2828953973299,0.07
80,2019-10-26 00:00:00,20627283282981,4,Unknown,56.766633071977715,0.07
81,2019-08-07 00:00:00,52720509537266,3,Mobile Phone,724.1033461263117,0.07
82,2019-10-08 00:00:00,18631966576892,1,Desktop,177.06227689482856,0.07
83,2019-08-11 00:00:00,83816064792318,4,Unknown,427.9683361014726,0.07
84,2019-09-25 00:00:00,51299022059247,4,Unknown,319.5756714137218,0.07
85,2019-09-23 00:00:00,90406081566701,1,Desktop,426.79198119844597,0.07
86,2019-10-18 00:00:00,65998840166045,2,Tablet,925.762262841625,0.07
87,2019-10-04 00:00:00,64865075758500,3,Mobile Phone,323.80377745888944,0.19
88,2019-09-08 00:00:00,71971062719432,3,Mobile Phone,230.16753574597715,0.19
89,2019-09-16 00:00:00,47093250236633,4,Unknown,193.28922925561676,0.07
90,2019-09-12 00:00:00,80898667393819,3,Mobile Phone,742.5210860391591,0.07
91,2019-09-03 00:00:00,22505388009858,1,Desktop,9.8298020316967,0.07
92,2019-10-04 00:00:00,38716489905123,1,Desktop,26.407977736286668,0.07
93,2019-10-18 00:00:00,53802011890484,1,Desktop,325.4807484353686,0.07
94,2019-09-30 00:00:00,21908695782659,2,Tablet,527.8048959652774,0.19
95,2019-10-08 00:00:00,90056560307925,4,Unknown,847.4811047493899,0.19
96,2019-08-14 00:00:00,53508804122862,4,Unknown,774.8024971201876,0.19
97,2019-10-03 00:00:00,16049318864052,2,Tablet,395.7041717868326,0.19
98,2019-09-11 00:00:00,57304043501325,2,Tablet,881.1127121700508,0.19
99,2019-10-18 00:00:00,48585243503879,1,Desktop,201.0222284915636,0.19
100,2019-08-15 00:00:00,91535585891862,2,Tablet,167.90394983444034,0.19
101,2019-10-01 00:00:00,9281408126544,1,Desktop,440.38610576273175,0.07
102,2019-10-23 00:00:00,66936803455365,4,Unknown,476.59094131165347,0.19
103,2019-09-13 00:00:00,3620244770672,2,Tablet,360.1141193045653,0.07
104,2019-09-06 00:00:00,24415201533027,4,Unknown,737.5580395074995,0.07
105,2019-08-10 00:00:00,16017849869680,1,Desktop,378.71758269877853,0.07
106,2019-09-11 00:00:00,16788677621254,4,Unknown,227.2856742072834,0.19
107,2019-08-28 00:00:00,97387717610795,4,Unknown,757.7666189788608,0.19
108,2019-08-19 00:00:00,80913862475882,1,Desktop,740.2010371177074,0.07
109,2019-10-10 00:00:00,4018486171538,1,Desktop,550.3668678663151,0.19
110,2019-08-07 00:00:00,33554454888315,4,Unknown,774.7506304189562,0.07
111,2019-09-10 00:00:00,92135875173920,4,Unknown,148.29306161889355,0.07
112,2019-09-02 00:00:00,14434468476221,3,Mobile Phone,733.5918685604956,0.19
113,2019-08-06 00:00:00,73892145464552,3,Mobile Phone,906.5816605437799,0.19
114,2019-11-02 00:00:00,26065535427631,3,Mobile Phone,747.3738769732065,0.19
115,2019-10-03 00:00:00,20104247976544,2,Tablet,67.30597345254496,0.07
116,2019-09-30 00:00:00,11071240449757,1,Desktop,83.90026448318643,0.19
117,2019-10-26 00:00:00,34402063431352,3,Mobile Phone,211.87639140774027,0.07
118,2019-10-22 00:00:00,87979838607055,3,Mobile Phone,203.7201970478244,0.19
119,2019-08-30 00:00:00,24371325021137,1,Desktop,952.4009263159148,0.19
120,2019-09-09 00:00:00,94923739193007,3,Mobile Phone,547.4992028280725,0.19
121,2019-10-20 00:00:00,2144985475998,3,Mobile Phone,127.1177327235925,0.19
122,2019-10-15 00:00:00,32230429966306,4,Unknown,44.35172802372867,0.19
123,2019-08-26 00:00:00,70302616411659,1,Desktop,995.1929887427931,0.19
124,2019-08-19 00:00:00,33473130421512,1,Desktop,77.67858094790392,0.07
125,2019-08-24 00:00:00,30242889444581,3,Mobile Phone,434.70927409718996,0.19
126,2019-09-24 00:00:00,62547685303839,4,Unknown,457.4985666250004,0.07
127,2019-08-24 00:00:00,29739454337412,2,Tablet,573.5295821895461,0.07
128,2019-09-14 00:00:00,58342887421824,2,Tablet,400.66559759531526,0.07
129,2019-08-22 00:00:00,57711266526931,4,Unknown,874.0682176334367,0.07
130,2019-08-28 00:00:00,58711966291507,3,Mobile Phone,696.3694044106936,0.07
131,2019-09-17 00:00:00,98020091458039,4,Unknown,220.85853951311896,0.19
132,2019-08-15 00:00:00,2404178036246,3,Mobile Phone,698.0733867910802,0.19
133,2019-09-01 00:00:00,63200906034394,3,Mobile Phone,970.9482363034558,0.19
134,2019-09-26 00:00:00,76263612485018,2,Tablet,951.6492138333947,0.19
135,2019-09-11 00:00:00,79057738218250,2,Tablet,30.467683667641854,0.07
136,2019-10-15 00:00:00,74811486670216,4,Unknown,427.48706043092113,0.19
137,2019-10-25 00:00:00,39968721847105,4,Unknown,230.82102471785092,0.07
138,2019-08-13 00:00:00,57768575774419,4,Unknown,1.1200218744393808,0.07
139,2019-09-10 00:00:00,46626363688036,4,Unknown,47.533756469508745,0.07
140,2019-08-15 00:00:00,26379414989804,1,Desktop,154.59792997616628,0.19
141,2019-09-13 00:00:00,86373249798687,2,Tablet,920.4733476761406,0.07
142,2019-09-28 00:00:00,73041876226907,4,Unknown,370.7810799538589,0.19
143,2019-10-19 00:00:00,82937968309427,3,Mobile Phone,504.3291452499319,0.07
144,2019-10-20 00:00:00,31874138200182,4,Unknown,628.659636979511,0.07
145,2019-08-22 00:00:00,8746901373044,2,Tablet,22.114241856086903,0.19
146,2019-09-09 00:00:00,32766694536511,3,Mobile Phone,277.1474468435704,0.07
147,2019-08-11 00:00:00,53380026029283,3,Mobile Phone,282.8701838030323,0.19
148,2019-08-17 00:00:00,64694086206474,4,Unknown,337.50549405051436,0.07
149,2019-09-17 00:00:00,78033327432238,1,Desktop,364.2738158552279,0.07
150,2019-08-07 00:00:00,61596726268355,4,Unknown,621.8127842921425,0.07
151,2019-09-22 00:00:00,696471322797,2,Tablet,251.89656591696595,0.07
152,2019-10-18 00:00:00,17074544653216,1,Desktop,818.1719982498464,0.07
153,2019-10-26 00:00:00,46867499719996,1,Desktop,845.7824629373506,0.19
154,2019-10-27 00:00:00,72515262185313,2,Tablet,603.1222577620421,0.19
155,2019-08-06 00:00:00,29338400618673,1,Desktop,219.0874313630933,0.19
156,2019-11-01 00:00:00,58384091037630,4,Unknown,831.6084872866,0.07
157,2019-10-22 00:00:00,75044192427365,3,Mobile Phone,200.82844758259844,0.07
158,2019-10-19 00:00:00,82022647357682,4,Unknown,883.3974025701536,0.07
159,2019-08-11 00:00:00,72714931690865,1,Desktop,874.2982203791586,0.19
160,2019-10-24 00:00:00,99094913875672,1,Desktop,328.5751311036331,0.19
161,2019-10-11 00:00:00,48838228682393,3,Mobile Phone,661.3520660904561,0.19
162,2019-10-21 00:00:00,12832092260284,1,Desktop,88.11955971393304,0.19
163,2019-09-20 00:00:00,28393368948826,2,Tablet,170.90166365750758,0.19
164,2019-08-30 00:00:00,45281151514884,4,Unknown,509.8858831826274,0.19
165,2019-08-06 00:00:00,18806762222218,4,Unknown,692.4546861172231,0.19
166,2019-11-03 00:00:00,48133977535357,1,Desktop,739.1754726968761,0.07
167,2019-09-14 00:00:00,86291335955461,1,Desktop,534.0241521607774,0.07
168,2019-10-03 00:00:00,10441179245759,4,Unknown,677.6451555657146,0.07
169,2019-09-07 00:00:00,86202254902906,2,Tablet,161.05321073078727,0.07
170,2019-09-13 00:00:00,6397692115309,2,Tablet,686.9730424748501,0.07
171,2019-10-09 00:00:00,49451679619828,4,Unknown,914.7820070562607,0.19
172,2019-11-03 00:00:00,85329349401224,2,Tablet,36.921665769597546,0.19
173,2019-11-03 00:00:00,11478239028512,4,Unknown,998.2633212117975,0.19
174,2019-09-10 00:00:00,79540047544052,4,Unknown,388.1812226323087,0.19
175,2019-10-24 00:00:00,25249238738718,3,Mobile Phone,308.4458044647446,0.19
176,2019-09-28 00:00:00,92028604144104,1,Desktop,115.35813456649623,0.19
177,2019-10-08 00:00:00,38469549974220,2,Tablet,207.94012094692792,0.07
178,2019-09-20 00:00:00,31147233899056,2,Tablet,33.086263079645015,0.19
179,2019-10-13 00:00:00,72166646925123,1,Desktop,390.71445711110596,0.19
180,2019-10-29 00:00:00,20822310027153,4,Unknown,377.7011979204569,0.07
181,2019-08-29 00:00:00,17015371063415,4,Unknown,804.4848941751395,0.07
182,2019-09-28 00:00:00,84610345702327,3,Mobile Phone,197.86420714549146,0.07
183,2019-09-05 00:00:00,98414938682825,4,Unknown,200.07097490708782,0.07
184,2019-10-23 00:00:00,63166487186959,2,Tablet,669.5705330209267,0.19
185,2019-08-28 00:00:00,78621644312950,3,Mobile Phone,28.518443669685478,0.19
186,2019-10-25 00:00:00,2521639348317,4,Unknown,843.2566936791641,0.07
187,2019-10-02 00:00:00,37199673053588,1,Desktop,570.7994216538713,0.19
188,2019-08-26 00:00:00,77897436341417,1,Desktop,625.0987066257139,0.07
189,2019-08-24 00:00:00,82720402786607,3,Mobile Phone,244.5612651318767,0.07
190,2019-10-08 00:00:00,61217730502305,1,Desktop,571.530868085583,0.07
191,2019-10-13 00:00:00,15349552823277,3,Mobile Phone,934.62020293792,0.19
192,2019-10-29 00:00:00,83156790900938,2,Tablet,350.95140340004696,0.07
193,2019-10-16 00:00:00,81429640855024,3,Mobile Phone,614.5823831418946,0.19
194,2019-09-01 00:00:00,26726126683197,1,Desktop,709.0786447808395,0.07
195,2019-08-21 00:00:00,67272237547020,1,Desktop,834.2659905291472,0.19
196,2019-08-27 00:00:00,57272798494141,3,Mobile Phone,770.9188931683282,0.07
197,2019-09-07 00:00:00,37634138685633,2,Tablet,336.539165650186,0.19
198,2019-08-22 00:00:00,65668315736227,2,Tablet,755.3660906009376,0.07
199,2019-08-09 00:00:00,77625437166605,1,Desktop,950.2198637804229,0.19
200,2019-10-28 00:00:00,37532206428843,3,Mobile Phone,423.39177317248345,0.19
201,2019-09-15 00:00:00,17556095599792,4,Unknown,547.9087201557835,0.07
202,2019-09-14 00:00:00,32601703238920,4,Unknown,843.7554314839421,0.19
203,2019-08-12 00:00:00,8211386250130,3,Mobile Phone,394.10215803678403,0.07
204,2019-10-23 00:00:00,18382673212693,1,Desktop,775.7514295822652,0.19
205,2019-09-01 00:00:00,22399115224220,1,Desktop,917.6137894330511,0.07
206,2019-10-05 00:00:00,38712799665538,4,Unknown,716.3407267987938,0.07
207,2019-10-26 00:00:00,93507204971755,3,Mobile Phone,447.5677469366437,0.19
208,2019-10-21 00:00:00,7382127522277,1,Desktop,717.5862322447764,0.07
209,2019-09-20 00:00:00,10698522990654,4,Unknown,215.81655225931573,0.07
210,2019-08-11 00:00:00,68338791853544,4,Unknown,562.6301024388637,0.07
211,2019-08-08 00:00:00,90315681642134,1,Desktop,462.52307154075334,0.19
212,2019-09-20 00:00:00,55768570081962,3,Mobile Phone,520.378812182469,0.19
213,2019-09-28 00:00:00,2507880091335,4,Unknown,158.27987303074454,0.07
214,2019-09-19 00:00:00,35353957232995,4,Unknown,712.918967436482,0.07
215,2019-10-01 00:00:00,93685526993860,4,Unknown,15.108157806666522,0.07
216,2019-10-09 00:00:00,40278915353239,4,Unknown,768.2180835917446,0.07
217,2019-08-16 00:00:00,87409142901766,2,Tablet,845.2931665184642,0.07
218,2019-09-13 00:00:00,37532206428843,4,Unknown,441.29365214802186,0.19
219,2019-09-03 00:00:00,2086917030708,1,Desktop,879.1581484491965,0.07
220,2019-10-29 00:00:00,64847350491582,4,Unknown,957.2442351014217,0.19
221,2019-10-22 00:00:00,12112217177864,4,Unknown,233.5372411903136,0.19
222,2019-10-03 00:00:00,15879709360611,1,Desktop,839.1826000560934,0.19
223,2019-10-17 00:00:00,1988258251896,2,Tablet,220.5427627769162,0.07
224,2019-10-05 00:00:00,49586564372940,3,Mobile Phone,637.1224453465187,0.07
225,2019-09-08 00:00:00,50858910942896,3,Mobile Phone,7.518344555604406,0.19
226,2019-09-07 00:00:00,59210507405112,3,Mobile Phone,103.3467518301242,0.19
227,2019-08-29 00:00:00,84614719586455,1,Desktop,204.3112124049078,0.07
228,2019-10-06 00:00:00,19687282188823,2,Tablet,973.4311640887736,0.19
229,2019-10-23 00:00:00,53067635695797,2,Tablet,582.0431196032392,0.19
230,2019-09-12 00:00:00,19687282188823,3,Mobile Phone,470.3470494838613,0.19
231,2019-08-07 00:00:00,4058704125570,1,Desktop,184.71815261742907,0.19
232,2019-10-30 00:00:00,95197492184610,4,Unknown,430.436489089549,0.07
233,2019-09-22 00:00:00,76304454656332,3,Mobile Phone,236.56828569805134,0.19
234,2019-08-28 00:00:00,38255290592927,2,Tablet,567.560571589132,0.07
235,2019-10-11 00:00:00,10827646079247,1,Desktop,983.6691086348948,0.07
236,2019-09-22 00:00:00,90765096333427,4,Unknown,522.6567476285796,0.07
237,2019-10-05 00:00:00,13338811947619,1,Desktop,923.8597752168644,0.07
238,2019-08-17 00:00:00,31381868671164,4,Unknown,680.5445447740944,0.07
239,2019-10-03 00:00:00,36167575509560,3,Mobile Phone,487.28242001933273,0.07
240,2019-09-14 00:00:00,27567058713509,4,Unknown,441.4511111114964,0.19
241,2019-08-29 00:00:00,66936803455365,3,Mobile Phone,870.1812795713859,0.07
242,2019-10-15 00:00:00,98198722289603,3,Mobile Phone,681.8768275023997,0.19
243,2019-10-01 00:00:00,58289270550674,4,Unknown,532.8749211374022,0.07
244,2019-08-20 00:00:00,14497740870073,4,Unknown,233.8630249272453,0.19
245,2019-08-31 00:00:00,17712536102649,4,Unknown,554.4317321553109,0.19
246,2019-08-26 00:00:00,95237120994766,2,Tablet,787.0544562859715,0.19
247,2019-09-23 00:00:00,21443715510070,2,Tablet,703.0152562976642,0.19
248,2019-09-06 00:00:00,65457803850577,2,Tablet,891.6426532360164,0.07
249,2019-08-19 00:00:00,8119136818471,2,Tablet,641.7462684270332,0.07
250,2019-09-29 00:00:00,50853147901423,2,Tablet,292.69222796167685,0.07
251,2019-10-10 00:00:00,91931974797392,3,Mobile Phone,605.0853497675947,0.19
252,2019-10-02 00:00:00,83577995191748,3,Mobile Phone,549.9551188599022,0.19
253,2019-10-04 00:00:00,13211367900270,3,Mobile Phone,887.0438829101384,0.07
254,2019-08-21 00:00:00,40692451581985,1,Desktop,427.37035730854456,0.19
255,2019-10-22 00:00:00,27930497600262,2,Tablet,426.7467469279518,0.19
256,2019-09-20 00:00:00,99126830143165,3,Mobile Phone,302.69866788792467,0.19
257,2019-10-01 00:00:00,80065136783836,1,Desktop,767.6256180036801,0.07
258,2019-10-03 00:00:00,52376183538822,1,Desktop,465.0219820456587,0.19
259,2019-10-20 00:00:00,2666045211699,2,Tablet,58.968174793014526,0.07
260,2019-09-15 00:00:00,35601601087149,3,Mobile Phone,550.2175265295233,0.07
261,2019-10-08 00:00:00,25662618227295,3,Mobile Phone,352.0899856550207,0.19
262,2019-08-30 00:00:00,59506003137877,1,Desktop,694.2853631852031,0.07
263,2019-08-26 00:00:00,35174727331619,2,Tablet,829.1924006256907,0.07
264,2019-09-07 00:00:00,2339074478104,1,Desktop,773.7386370936007,0.19
265,2019-09-26 00:00:00,14262500170292,4,Unknown,812.062058628955,0.19
266,2019-08-29 00:00:00,60844228528810,4,Unknown,831.0246421949646,0.19
267,2019-09-03 00:00:00,55799729262919,3,Mobile Phone,128.03430193777876,0.07
268,2019-10-10 00:00:00,46735096856415,4,Unknown,53.60913508054976,0.19
269,2019-10-03 00:00:00,95078718581654,4,Unknown,173.6045955270029,0.07
270,2019-08-10 00:00:00,71609081202171,4,Unknown,976.7887887822994,0.19
271,2019-08-31 00:00:00,44944277658386,1,Desktop,694.2923393856505,0.07
272,2019-10-18 00:00:00,2404178036246,1,Desktop,200.3972022548316,0.07
273,2019-08-18 00:00:00,96667340588795,1,Desktop,589.6532429722843,0.07
274,2019-09-13 00:00:00,88367278839508,1,Desktop,161.01455109411887,0.07
275,2019-08-19 00:00:00,10674636295267,3,Mobile Phone,825.866555186765,0.07
276,2019-10-02 00:00:00,60723483660888,1,Desktop,528.8177496704465,0.19
277,2019-10-17 00:00:00,20036311839020,3,Mobile Phone,204.26126373229357,0.19
278,2019-11-01 00:00:00,54025513931879,1,Desktop,455.57982062506994,0.19
279,2019-09-17 00:00:00,56506946116975,2,Tablet,584.5699212901529,0.19
280,2019-11-02 00:00:00,97918556949769,1,Desktop,139.49639975253615,0.07
281,2019-08-16 00:00:00,46073391748758,2,Tablet,692.5378306398507,0.07
282,2019-10-21 00:00:00,13288310009225,2,Tablet,569.5146054938855,0.07
283,2019-09-22 00:00:00,11346661602529,1,Desktop,50.53628270445609,0.19
284,2019-09-01 00:00:00,8181768934502,2,Tablet,71.1578235456758,0.19
285,2019-10-21 00:00:00,73293765302634,3,Mobile Phone,629.3451592121863,0.19
286,2019-08-07 00:00:00,29456898890357,4,Unknown,343.7144235614772,0.07
287,2019-10-28 00:00:00,13254512462375,2,Tablet,469.6590875998039,0.19
288,2019-09-26 00:00:00,53037315548969,2,Tablet,18.603703556951288,0.19
289,2019-09-08 00:00:00,35868083522548,1,Desktop,620.3180606399145,0.07
290,2019-09-03 00:00:00,54686232484756,4,Unknown,976.0934078014632,0.07
291,2019-09-09 00:00:00,5229891965018,2,Tablet,848.1206677688282,0.19
292,2019-08-15 00:00:00,21581068597227,3,Mobile Phone,810.2285870710424,0.19
293,2019-08-28 00:00:00,84725499961911,3,Mobile Phone,654.0698783285246,0.07
294,2019-10-10 00:00:00,25793115747188,2,Tablet,458.24021952267833,0.19
295,2019-10-12 00:00:00,12770198341288,4,Unknown,262.51998518173093,0.19
296,2019-08-27 00:00:00,62460955269333,1,Desktop,537.5684176266911,0.19
297,2019-10-15 00:00:00,66493906025687,4,Unknown,713.4751709941794,0.07
298,2019-10-19 00:00:00,35254955759386,2,Tablet,817.4129407779943,0.07
299,2019-09-18 00:00:00,59238814497747,2,Tablet,907.4684312090544,0.07
300,2019-10-05 00:00:00,6650846820916,4,Unknown,548.395916684952,0.19
301,2019-08-21 00:00:00,45546484045065,1,Desktop,526.9481026351759,0.07
302,2019-09-21 00:00:00,81673733125078,2,Tablet,176.7432879112194,0.07
303,2019-08-07 00:00:00,811945222094,3,Mobile Phone,490.47540295674986,0.19
304,2019-08-26 00:00:00,62055983495027,2,Tablet,520.1512449898537,0.07
305,2019-08-31 00:00:00,66981520617716,3,Mobile Phone,241.6124906052246,0.19
306,2019-08-16 00:00:00,28393368948826,4,Unknown,975.4292652540439,0.19
307,2019-10-07 00:00:00,18959853076729,3,Mobile Phone,872.0166240199643,0.19
308,2019-10-06 00:00:00,98387289449951,3,Mobile Phone,440.74254890389,0.19
309,2019-08-26 00:00:00,76110568798871,3,Mobile Phone,530.3297710296301,0.19
310,2019-09-18 00:00:00,22879843507858,1,Desktop,584.6276155282177,0.07
311,2019-08-24 00:00:00,38059726764377,4,Unknown,362.0225377739947,0.07
312,2019-08-06 00:00:00,95544654123292,3,Mobile Phone,472.36123406825936,0.07
313,2019-08-16 00:00:00,96883769273574,2,Tablet,259.7242289117666,0.07
314,2019-09-25 00:00:00,62556923106807,4,Unknown,620.4736480815897,0.19
315,2019-09-11 00:00:00,97050951631857,2,Tablet,802.120880704365,0.07
316,2019-09-22 00:00:00,28791890098995,1,Desktop,23.557190251778714,0.07
317,2019-10-04 00:00:00,42470263856138,4,Unknown,992.6858482897352,0.07
318,2019-09-25 00:00:00,10491952450672,3,Mobile Phone,886.6302081398612,0.19
319,2019-08-19 00:00:00,92862483328878,2,Tablet,396.04954369926037,0.07
320,2019-08-17 00:00:00,89383413204380,2,Tablet,917.4838604299733,0.19
321,2019-08-26 00:00:00,65004257238368,2,Tablet,394.88848714652624,0.19
322,2019-10-17 00:00:00,75118531672639,1,Desktop,438.2457694484369,0.19
323,2019-10-18 00:00:00,42616538380651,3,Mobile Phone,440.9385697945586,0.19
324,2019-10-17 00:00:00,37252412149199,2,Tablet,148.65763092010465,0.19
325,2019-10-12 00:00:00,62146801940663,2,Tablet,144.35474188206277,0.07
326,2019-10-03 00:00:00,17758634549650,2,Tablet,593.7532728571159,0.19
327,2019-09-08 00:00:00,56513401642207,4,Unknown,79.9563605254009,0.07
328,2019-10-27 00:00:00,41359763290548,4,Unknown,893.2979479244804,0.07
329,2019-10-17 00:00:00,65438226566028,2,Tablet,751.1544443072881,0.07
330,2019-10-23 00:00:00,72048741030221,1,Desktop,343.39343914124356,0.19
331,2019-09-16 00:00:00,63379528476523,4,Unknown,850.3623810132681,0.19
332,2019-09-02 00:00:00,82495538111240,2,Tablet,904.3162218549082,0.07
333,2019-09-01 00:00:00,70208224506060,1,Desktop,640.2077885336963,0.19
334,2019-09-25 00:00:00,97484631123613,4,Unknown,338.17028020755833,0.19
335,2019-10-02 00:00:00,19781994955287,2,Tablet,532.7309567310145,0.07
336,2019-09-05 00:00:00,21426907304644,4,Unknown,601.0656615575704,0.07
337,2019-09-04 00:00:00,9506441220753,1,Desktop,57.585609218959945,0.19
338,2019-10-22 00:00:00,36233404283876,1,Desktop,953.9918683932652,0.19
339,2019-08-22 00:00:00,16644459031305,1,Desktop,182.60679109101875,0.19
340,2019-09-21 00:00:00,9717736031844,4,Unknown,675.080207059554,0.07
341,2019-10-16 00:00:00,48518617231976,1,Desktop,626.2839236066297,0.19
342,2019-10-19 00:00:00,27394093850491,1,Desktop,549.5404065791895,0.19
343,2019-08-20 00:00:00,71523398635143,4,Unknown,444.71095182989353,0.19
